date,Klant 1,Klant 2,Klant 3,Klant 4,Klant 5,Klant 6,Klant 8,Klant 9,Klant 10,Klant 11,Klant 13,Klant 14,Klant 15,Klant 16,Klant 17,Klant 18,Klant 19,Klant 20,Klant 21,Klant 22,Klant 23,Klant 24,Klant 25,Klant 26,Klant 27,Klant 28,Klant 29,Klant 30,Klant 31,Klant 32,Klant 33,Klant 34,Klant 35,Klant 36,Klant 37,Klant 38,Klant 39,Klant 40,Klant 41,Klant 42,Klant 43,Klant 44,Klant 45,Klant 46,Klant 47,Klant 48,Klant 49,Klant 50,Klant 51,Klant 52,Klant 53,Klant 55,Klant 57,Klant 58,Klant 59,Klant 60,Klant 61,Klant 62,Klant 63,Klant 64,Klant 65,Klant 66,Klant 67,Klant 68,Klant 69,Klant 70,Klant 71,Klant 72,Klant 73,Klant 74,Klant 75,Klant 76,Klant 77,Klant 78,Klant 79,Klant 80,Klant 81,Klant 82
2013-01-11,  11.261610,  14.770309,,   4.672864,   8.840139,   7.759617,   9.031379,  10.048854,  12.007289,   8.305256,   0.215466,   7.559822,   3.324729,   7.323614,   0.124429,   6.364822,   7.729414,   0.138810,   4.357911,   7.989823,   0.111101,   5.738397,   7.868768,   4.265188,   0.000000,   4.118701,   5.856959,   5.139161,,   7.922067,   7.938230,   7.928966,  11.447532,   0.260525,  12.424965,  12.464421,   8.891721,  13.737019,   7.457347,   9.047902,   5.368102,   9.451440,   5.696780,  12.601593,  11.239050,   6.047290,  15.659666,   8.140006,  10.857961,   9.145318,   8.968569,  13.738417,   8.265766,   6.733593,  10.117491,   8.150102,  16.488192,   8.874531,  14.537586,   9.899201,   9.865495,   7.229711,   7.265904,   7.679487,   7.103746,   5.803532,  11.100162,   6.707680,  10.407312,   3.542394,   0.000000,  10.568148,   7.976301,   5.040394,  24.194065,  16.703654,  10.762671,
2013-01-12,  16.651001,  15.315300,,   1.474879,   8.072773,   9.678812,   9.490744,  10.262868,  13.221113,   7.746390,   0.635651,   8.913425,   3.969966,   6.180508,   0.000000,   8.025733,   6.619664,   0.010780,   4.233920,   7.406388,   0.000000,   7.329325,   8.230577,   4.563847,   0.000000,   4.166399,   8.637451,   5.907265,,   8.982963,   9.428559,   7.771307,   9.748127,   0.374873,  14.340225,  12.276873,   8.548342,  14.024817,   8.250551,   9.592967,   7.042419,  11.273383,   6.747527,  14.306208,  12.554507,   5.925517,  17.317881,   9.330452,  10.810120,   8.344492,  12.007096,  15.270034,   8.998395,   7.658252,  11.166898,   6.786286,  18.741214,  10.475670,  14.404933,  11.028653,  10.700625,   8.513286,   8.610931,   7.817156,   9.048232,   5.009611,   9.653036,   8.989792,   9.407635,   4.118434,   0.000000,   9.091787,   7.415345,   6.292891,  26.648628,  22.137294,  11.170924,
2013-01-13,  14.978561,  17.142017,,   2.148099,   5.161288,  10.192610,  11.200640,  13.879966,  14.380623,  11.042489,   0.205702,   7.457218,   3.883876,   6.134240,   0.000000,   7.276160,   6.873964,   0.000000,   4.047547,   7.683087,   0.097420,   5.869396,   9.006891,   4.616704,   0.000000,   5.075598,   6.767268,  14.249602,,   9.399745,   6.747486,   8.803452,  14.459859,   0.194701,  13.556959,  12.380782,   9.591600,  20.881996,   7.728106,  11.581450,   8.399510,  11.313543,   6.150113,  15.527367,  15.310300,   6.659810,  19.856184,   8.652628,  14.416459,   9.044882,  11.329072,  14.562878,   9.996900,   7.625173,  10.111289,   8.698501,  18.896747,  10.999524,  11.227378,  10.716839,  12.005659,  12.186817,   9.092947,   7.382628,   9.420106,   4.081717,   0.000000,   7.100539,   9.996293,   3.675225,   0.000000,   8.181365,   9.753997,   7.600451,  30.576953,  24.613117,   7.282557,
2013-01-14,  14.361588,  18.969276,   8.670107,   3.026443,   8.625654,  11.094347,   5.847660,  13.799028,  14.129143,  11.289513,   5.838772,  11.430057,   4.098589,   5.227959,   0.094940,   8.523475,   7.594993,   0.074480,   4.017085,   6.928220,   0.128280,   5.545196,   9.905014,   2.698995,   0.000000,   4.577939,   9.239458,  10.104380,,  10.534759,   8.152111,  10.701262,  14.994280,   0.280530,  15.141049,  13.771178,  10.235355,  18.142006,   9.590606,  11.843228,   6.026812,  12.694681,   5.703304,  16.709739,  15.110605,   8.130973,  18.540693,   9.635010,  13.603209,   8.371080,  15.828335,  15.908765,  10.956930,   8.199874,  11.393405,   8.389504,  18.077614,  11.939207,  11.694419,  12.825486,  12.352582,  12.054410,   8.269587,   9.924251,  11.715200,   7.278546,   2.719889,  10.717452,   9.200751,   4.093493,   0.000000,   6.914129,   8.773271,   6.206134,  30.302833,  23.605417,   8.151042,
2013-01-15,  19.733180,  20.236977,  11.332407,   8.032508,   9.968875,  11.720946,   8.627448,  13.987830,  15.051251,  11.791870,   7.589012,  10.400038,   6.465465,   9.388465,   0.000979,   7.406785,   8.484507,   0.061381,   4.950161,   7.438111,   0.085191,   7.752769,  10.956320,   0.207545,   0.000000,   5.843034,   9.685546,  13.836486,,   9.493225,  11.479739,  11.718694,  14.855198,   0.862640,  16.903024,  14.373665,  10.767144,  17.567829,   8.991688,  12.336826,   7.486508,  13.970771,   8.536324,  19.195729,  18.042531,   9.770361,  19.211237,   9.420125,  15.332347,  10.336284,  14.986199,  18.498522,  11.156342,   9.184932,  13.574724,  12.588040,  21.921924,  12.450846,  12.424662,  13.689407,  14.036491,  11.656899,  10.910639,  10.954156,  10.701366,   7.277806,  16.032215,   7.476937,  12.109922,   3.976402,,   9.941181,  10.472569,   7.664812,  32.396384,  25.744484,  12.719721,
2013-01-16,  18.244297,  12.777217,  11.695475,   2.889882,  10.823266,  11.400712,   8.938182,  14.624396,  15.739713,  10.218473,   5.107170,  10.010297,   4.873210,   5.832999,   0.088801,   7.196143,   7.327936,   0.071900,   5.680843,   7.743451,   0.126921,   8.414598,   8.424944,   0.237994,   0.000000,   5.556362,   8.344279,  17.861150,,  13.042610,   9.771347,  10.627082,  18.693452,   0.267067,  17.124973,  14.830978,   9.132295,  18.101722,   9.333221,  11.137151,   6.749454,  12.861019,   8.589778,  19.110222,  16.379563,   7.393653,  20.852110,  12.023195,  13.645439,  10.867322,  13.406300,  16.546746,  10.996222,   9.377550,  11.876813,   9.449291,  22.388487,  11.195757,  12.040264,  11.290515,  13.320898,  12.128414,  10.391144,   8.243138,  10.049213,   7.411725,  14.438386,   6.659443,  11.368477,   5.176256,,  12.306338,  10.276547,   7.614781,  31.650499,  24.057908,  10.831144,
2013-01-17,  13.282636,  16.661792,   8.360111,   2.915967,   7.968044,  10.919285,   9.009023,  12.217543,  15.145208,  10.841530,   0.662442,   8.363519,   4.729237,   6.531298,   0.099469,   7.824737,   7.305400,   0.073699,   5.440312,   8.886924,   0.000000,   8.313678,  10.058239,   0.203699,   0.000000,   5.359626,   7.355624,  12.466630,,  10.524257,   9.405773,   9.441643,  18.375492,   0.640223,  15.813592,  14.554615,   9.594876,  22.481575,   8.960398,  11.865351,   7.149203,  12.738913,   7.208533,  18.481956,  17.277752,   9.398623,  19.299797,  12.092174,  16.311106,  10.632881,  13.281725,  17.435009,  10.302376,   9.515815,  14.033306,   8.921523,  18.494442,  11.188596,  12.409921,  14.506688,  12.811677,   9.675601,   9.695130,   8.005774,  10.068013,   6.921850,  10.318840,  11.698012,   7.237706,   3.589938,,  10.430516,   8.517179,   7.164986,  30.925883,  25.139880,  10.434485,
2013-01-18,  14.255609,  15.828979,   8.571674,   3.565008,  10.010988,  11.514506,  14.411922,  14.695958,  16.234525,  10.271457,   6.054251,   9.225165,   4.906194,   8.608844,   0.148090,  11.591843,   7.623057,   0.088839,   5.750403,   8.785092,   0.135138,   8.397250,  10.995223,   0.244279,   0.000000,   4.977964,   9.230591,  10.961533,,  11.805613,  10.277921,  12.522431,  18.314054,   0.372749,  16.926238,  14.883681,  11.230277,  16.149250,  11.126883,  12.745096,   7.237721,  12.800631,   7.838136,  18.183668,  17.989523,   8.497092,  19.360703,  12.048025,  15.388321,  11.809357,  12.777919,  16.041335,  11.151068,   8.833300,  13.714255,   9.608467,  19.239424,  11.775093,  13.145224,  14.950904,  12.773444,  13.577059,   9.417751,  12.853609,  12.303369,   7.566147,  15.992135,   7.850203,  13.952354,   4.300411,,   9.861052,   9.465863,   8.404223,  31.063894,  21.185680,  13.844824,
2013-01-19,  17.694538,  19.087874,   9.949422,   8.276530,  11.754631,  14.644495,  13.311124,  15.953533,  18.201231,  12.215591,   4.577045,   9.457526,   5.902417,   9.947140,   0.230571,  10.671253,   7.265142,   0.006860,   6.037957,   6.703659,   0.064069,   9.145497,  11.029080,   0.243411,   0.000000,   5.394205,  10.966536,  19.899256,,  12.509336,  12.240182,  14.794056,  23.272733,   0.092875,  19.045451,  18.318996,  10.907442,  27.085946,  12.575189,  13.329531,  11.587962,  14.315190,   7.526339,  21.158833,  23.563695,  10.216523,  23.431110,  10.653931,  15.623203,   9.213669,  14.378416,  19.368307,  13.453499,  12.289238,  16.826165,  13.982523,  23.822844,  14.681919,  14.322633,  17.526621,  15.599114,  14.132875,  11.374452,  11.005551,  14.239314,   8.017694,  20.210985,  11.083969,   9.836494,   5.826214,,  11.143245,  10.796084,  11.988125,  36.502857,  28.039971,  16.635074,
2013-01-20,  22.816554,  21.769211,  11.188859,   4.874641,  12.153909,  17.984988,  14.447726,  18.029624,  20.428432,  13.615771,   5.756967,   9.732417,   7.024799,  10.441112,   0.026259,  10.053439,  11.197814,   0.000000,   8.402598,  13.802197,   0.057382,  10.286978,  12.033516,   0.458572,   0.000000,   6.715946,   8.608886,  17.381107,,  11.462323,  11.252316,  13.275298,  20.035021,   0.299222,  21.260647,  17.515790,  10.538408,  25.692928,  10.470540,  15.827486,  12.312580,  15.446632,   9.141528,  21.961477,  26.974651,   9.152325,  24.570832,   9.623112,  19.655709,  14.269191,  16.665382,  20.415561,  13.613503,  13.191382,  15.856779,  13.149073,  25.780012,  14.754357,  13.547964,  19.378098,  19.153611,  13.566805,  13.044089,  11.486128,  11.351582,  10.112775,  23.650765,  11.589190,  11.548455,   4.700180,,  11.944190,  13.653003,  12.040193,  40.115676,  28.701788,  15.227489,
2013-01-21,  18.743095,  26.717373,  10.707353,   5.670512,  11.825340,  13.834983,  13.849953,  18.305193,  19.299189,  13.600073,   7.513468,  10.859514,   5.951928,   6.633645,   0.122901,   9.086394,  11.325429,   0.038221,   5.730647,  11.146850,   0.111900,  10.234215,  10.977817,   2.549313,   0.000000,   6.733218,   9.625214,  17.995173,,  12.840042,  10.629805,  16.790777,  22.405520,   0.252830,  20.343663,  15.629085,  10.694082,  18.198195,  11.003057,  13.230631,   9.528355,  14.445337,   7.950200,  22.022572,  18.889558,  12.614173,  23.445623,  12.259424,  17.143810,  14.397731,  15.979327,  21.382531,  14.048951,  11.484447,  15.979479,  10.223126,  22.559419,  14.379891,  14.132185,  17.767810,  16.521600,  14.233007,  10.103516,  12.546424,  15.614201,   9.695942,  14.273196,  15.624007,  13.398800,   4.812585,,   8.729845,  10.637803,   7.785751,  35.927333,  28.223949,  12.176871,
2013-01-22,  19.180148,  22.880689,   9.599569,   6.559474,   9.199883,  13.710038,  12.405068,  17.036300,  14.480001,  12.525309,   7.103265,  10.350609,   6.584772,   8.431248,   0.087619,   7.697741,   7.962037,   0.309230,   6.743532,  12.435954,   0.110070,   9.713096,  11.012770,   1.774331,   0.000000,   7.292863,   9.433373,  10.329005,,  13.774751,  12.519930,  13.974586,  20.357415,   0.283018,  18.168261,  15.326661,  10.482151,  22.617581,  13.072992,  12.986149,   8.943127,  15.273886,   7.667647,  21.631537,  20.412176,   8.994382,  21.967570,  14.000802,  16.256802,  11.517095,  15.534563,  18.454494,  11.939757,   9.912598,  15.011243,  10.519968,  24.115103,  13.726045,  13.281113,  14.631607,  15.759185,  12.901874,  10.348199,  11.758754,  13.300093,   7.455119,  15.973067,  11.276598,  10.781128,   3.951342,,  11.121177,  12.474530,   8.904453,  34.245154,  26.433995,  12.714490,
2013-01-23,  18.512511,  15.640552,   8.549074,   6.675213,  10.166598,  13.002052,  13.040276,  17.896292,  15.441940,  12.974136,   0.801665,  10.539230,   6.828428,  10.676522,   0.080949,   9.423355,  10.856146,   0.039199,   5.380346,   9.464281,   0.011108,  10.054647,   9.996910,   1.480129,   0.000000,   4.543211,   9.832933,  16.987404,,  11.416023,  11.195855,  13.116229,  17.869259,   0.481743,  18.872023,  14.807527,  11.336583,  24.739612,  11.591857,  13.178516,   8.514032,  11.723623,   8.032794,  20.628162,  19.269394,  11.721491,  24.084130,  14.008199,  14.786758,  12.648663,  14.492510,  18.911260,  13.244589,  10.871381,  14.823485,  10.639971,  21.921918,  10.335978,  12.243156,  16.120715,  15.638345,  13.462646,  10.517151,   9.217698,  12.219858,   9.732584,  16.471871,   8.776304,  12.355567,   4.536065,,  15.538141,  10.276925,   9.486155,  35.154486,  25.196170,   6.854707,
2013-01-24,  17.819323,  17.492880,   5.337550,   4.079869,   8.882662,  11.847919,  11.808693,  15.548782,  13.495900,  10.708870,   0.244008,   9.501628,   5.699697,  10.239798,   0.120189,   7.657994,   8.205501,   0.077681,   5.885145,   8.807111,   0.007839,   8.334539,   9.915083,   1.643757,   0.000000,   6.080629,   8.374992,  10.337191,,  10.865991,   9.874388,  12.772140,  14.668264,   0.375129,  17.503235,  16.157011,  11.105479,  17.954648,   9.712700,  12.530286,   7.966434,  12.642347,   8.505403,  18.363388,  17.102223,   7.560899,  18.530936,  12.776325,  14.793872,  11.252429,  14.858289,  17.454795,  11.528830,  10.809913,  14.351630,  11.815924,  23.447137,  13.037375,  11.411369,  14.422276,  14.042366,   9.788073,   9.837055,   9.601175,  10.681813,   6.549538,  15.684494,   7.037137,  10.968928,   4.387236,,   9.003433,  10.189387,   8.456767,  32.495462,  23.595127,  12.280611,
2013-01-25,  15.958607,  15.548422,   4.454921,   6.633847,   8.127086,  10.895491,  12.147181,  15.891246,  13.762156,  11.546761,   1.000691,  11.514292,   0.067590,   6.986306,   0.108981,   9.959738,   6.809773,   0.105360,   4.027577,   9.007878,   0.088461,   6.666503,   9.818319,   1.901141,   0.000000,   5.696115,   8.860319,  13.697447,,  10.902971,   5.616915,  11.974559,  16.206086,   0.379138,  15.989866,  14.276809,  10.549023,  18.458497,   9.906835,  10.998604,   6.918228,  12.810234,   8.635972,  17.129636,  15.644546,   7.909916,  21.060053,  12.643902,  13.617443,  11.485831,  14.246990,  17.167589,  10.356177,   8.731762,  12.915757,   8.734169,  21.336773,  10.900075,  13.798745,  14.164912,  12.314019,  12.121944,   9.140228,   9.580301,  11.775822,   6.923929,  13.338577,   7.661712,   7.165830,   4.137426,,  10.445310,   9.265451,   8.008956,  32.193901,  21.935491,   7.424689,
2013-01-26,  17.397506,  16.894961,   6.432390,   5.420554,  11.671473,  11.967930,  13.063556,  14.166207,  14.305944,  12.434534,   0.256032,   9.313014,   0.019233,   9.175957,   0.016159,   9.573459,  10.241949,   0.012740,   6.594577,   9.386362,   0.000000,   7.546406,  11.475679,   0.212598,   0.000000,   5.972063,  10.931595,  15.983576,,  10.643428,  12.944156,  11.757530,  14.140901,   0.343806,  19.183794,  18.136342,   8.295664,  21.634939,  11.884112,  14.407435,  10.328505,  11.761133,   9.076092,  17.477726,  16.987912,   7.408078,  22.283946,  13.543542,  14.596185,  11.955405,  14.409648,  15.063409,  10.481367,   8.462254,  15.069620,  10.793107,  17.594342,  11.673972,  12.698022,  13.922630,  12.158264,  13.300512,  10.631127,   9.691959,  12.911306,   9.197576,  13.927590,  10.178300,  13.644009,   4.291668,,   9.749902,   9.381695,  11.072035,  34.409550,  26.388129,  12.838106,
2013-01-27,  13.884077,  15.975271,   4.448456,   0.852812,   6.305262,   8.679745,   9.872071,  12.145903,  12.282765,   9.733031,   0.239623,   7.836425,   5.461168,   8.112077,   0.000000,   7.878718,   6.746222,   0.000000,   6.269243,   5.017421,   0.067132,   7.415144,   8.114672,   0.262970,   0.000000,   3.442073,   5.613621,  12.466103,,   9.303006,   5.574655,   9.324284,  14.296022,   0.085017,  15.645886,   6.468460,   9.647288,  11.697983,   9.486226,  10.900571,   7.792184,  11.215372,   6.613580,  12.308804,  13.619001,   7.371565,  18.129371,   8.542045,  12.339163,   7.566643,  12.853554,  11.842078,   9.152164,   0.000000,  13.346473,   8.143648,  19.913211,  11.124039,   9.541560,  12.198211,  12.269113,  11.675013,   6.873597,   8.053119,  10.560879,   6.022841,  10.903903,   6.313764,   9.774413,   4.213314,,   7.872259,  10.125939,   7.649377,  25.595449,  11.894203,   7.113338,
2013-01-28,  14.711403,  18.025502,   5.875707,   4.441424,   6.442107,   7.449243,   9.963026,  10.512299,  11.140405,   8.199599,   0.259413,   5.633209,   4.134049,   6.410021,   0.131281,   6.195222,   5.219661,   0.033718,   2.979497,   6.430786,   0.123688,   5.115182,   7.000288,   0.532328,   0.000000,   3.614180,   6.329631,   8.419611,,   9.543293,   5.565084,   8.450679,  11.121415,   0.346710,  11.625833,   0.200571,   6.713945,  14.005218,   8.212462,   8.084580,   4.400049,   8.258726,   6.144688,  10.360145,   7.049910,   3.914458,  17.424920,   8.771711,  11.609369,   5.925900,  10.872165,  11.873436,   8.724397,   1.798260,   6.809269,   7.733190,  14.844497,   9.641988,  10.515738,   9.917582,   9.393023,  10.440153,   5.559455,   7.531625,   8.338106,   4.059041,  16.964578,   7.378958,   7.617811,   4.758850,,   6.262516,   5.777229,   3.077818,  21.862113,  12.285546,   5.564601,
